Date;GID;Pos;Name;Starter;DK Pts;DK Salary;Team;H/A;Oppt;Team Score;Oppt Score;Minutes;Stat line
20160111;3571;SG;Wade, Dwyane;1;48.75;$6,600;mia;A;gsw;103;111;32.65;20pt 7rb 11as 1bl 6-20fg 8-8ft
20160111;4321;PG;Wall, John;1;47.75;$9,400;was;A;chi;114;100;34.73;17pt 5rb 10as 3st 1bl 2to 2trey 7-19fg 1-1ft
20160111;4173;PG;Curry, Stephen;1;46;$10,500;gsw;H;mia;111;103;37.57;31pt 2rb 6as 1st 1to 4trey 11-27fg 5-6ft
20160111;4363;SG;Butler, Jimmy;1;40;$8,300;chi;H;was;100;114;38.12;19pt 4rb 7as 3st 2to 1trey 6-15fg 6-7ft
20160111;4367;SG;Thompson, Klay;1;32.25;$8,100;gsw;H;mia;111;103;34.55;17pt 7rb 2as 2st 3to 2trey 6-15fg 3-3ft
20160111;4020;PG;Sessions, Ramon;;29.75;$4,200;was;A;chi;114;100;24.43;16pt 5rb 4as 1st 1to 6-10fg 4-5ft
20160111;4092;PG;Dragic, Goran;1;26.25;$5,800;mia;A;gsw;103;111;35.82;13pt 5rb 5as 3to 2trey 5-10fg 1-2ft
20160111;4073;PG;Rose, Derrick;1;25.5;$6,000;chi;H;was;100;114;31.05;23pt 1as 1bl 4to 2trey 8-13fg 5-5ft
20160111;4199;SG;Temple, Garrett;1;24.75;$4,500;was;A;chi;114;100;30.17;14pt 1rb 2as 1st 2bl 1to 2trey 6-10fg
20160111;4756;SG;Johnson, Tyler;;23.75;$3,700;mia;A;gsw;103;111;27.85;13pt 3rb 5as 1to 6-7fg 1-1ft
20160111;3760;SG;Green, Gerald;;23.5;$4,100;mia;A;gsw;103;111;33.57;15pt 2rb 2as 1st 2trey 6-13fg 1-1ft
20160111;4300;SG;Neal, Gary;;21.5;$4,100;was;A;chi;114;100;14.98;11pt 2rb 3as 2st 2to 1trey 4-9fg 2-2ft
20160111;3021;SG;Ginobili, Manu;;21.25;$4,200;sas;A;bkn;106;79;18.18;9pt 1rb 5as 2st 2to 1trey 4-5fg
20160111;4655;PG;Larkin, Shane;;17.5;$4,400;bkn;H;sas;79;106;23.92;5pt 2rb 6as 1st 2to 2-3fg 1-2ft
20160111;3651;PG;Livingston, Shaun;;15.5;$4,300;gsw;H;mia;111;103;17.08;2pt 4rb 6as 1to 1-3fg
20160111;3976;PG;Brooks, Aaron;;15.5;$3,800;chi;H;was;100;114;15.70;10pt 3as 2trey 4-7fg
20160111;3313;PG;Parker, Tony;1;14.25;$5,200;sas;A;bkn;106;79;24.67;6pt 1rb 4as 1st 2to 2-7fg 2-2ft
20160111;4185;SG;Ellington, Wayne;1;14.25;$3,500;bkn;H;sas;79;106;29.42;8pt 3rb 2st 3to 3-8fg 2-2ft
20160111;4435;PG;Sloan, Donald;1;11;$3,700;bkn;H;sas;79;106;24.08;2pt 5as 1bl 1to 1-4fg
20160111;4193;SG;Green, Danny;1;7.25;$4,000;sas;A;bkn;106;79;19.77;0pt 1rb 3as 1st 1to 0-4fg
20160111;4364;SG;Moore, E'Twaun;;6;$3,000;chi;H;was;100;114; 4.70;3pt 2rb 1trey 1-2fg
20160111;4611;SG;Clark, Ian;;5;$3,600;gsw;H;mia;111;103; 9.55;2pt 2as 1-3fg
20160111;4245;PG;Mills, Patty;;4.5;$3,800;sas;A;bkn;106;79;15.98;2pt 2as 1to 1-4fg
20160111;4083;SG;Rush, Brandon;1;2.25;$3,900;gsw;H;mia;111;103;16.35;1pt 1rb 0-1fg 1-2ft
20160111;4693;SG;Brown, Markel;;2.25;$3,100;bkn;H;sas;79;106;12.63;0pt 1rb 1as 1to 0-3fg
20160111;4788;SG;Richardson, Josh;;0;$3,000;mia;A;gsw;103;111; 3.83;0pt 0-1fg
20160111;4670;SG;Eddie, Jarell;;0;$3,000;was;A;chi;114;100; 1.53;0pt
20160111;3514;PG;Barbosa, Leandro;;0;$3,000;gsw;H;mia;111;103;DNP;0pt
20160111;3678;PG;Udrih, Beno;;0;$3,100;mia;A;gsw;103;111;DNP;0pt
20160111;3538;PG;Hinrich, Kirk;;0;$3,200;chi;H;was;100;114;DNP;0pt
20160111;3766;PG;Jack, Jarrett;;0;$6,300;bkn;H;sas;79;106;NA;
20160111;4586;PG;McCallum, Ray;;0;$3,100;sas;A;bkn;106;79;NA;0pt
20160111;4494;SG;Beal, Bradley;;0;$6,900;was;A;chi;114;100;NA;0pt
20160111;3463;SG;Butler, Rasual;;0;$3,000;sas;A;bkn;106;79;NA;0pt
20160111;4810;SG;Hollis-Jefferson, Rondae;;0;$4,600;bkn;H;sas;79;106;NA;
20160111;3853;SG;Anderson, Alan;;0;$3,000;was;A;chi;114;100;NA;0pt
20160111;4504;PF;Green, Draymond;1;48.5;$10,000;gsw;H;mia;111;103;35.62;22pt 12rb 6as 1st 2to 8-14fg 6-11ft
