Date;GID;Pos;Name;Starter;DK Pts;DK Salary;Team;H/A;Oppt;Team Score;Oppt Score;Minutes;Stat line
20151117;4173;PG;Curry, Stephen;1;56;$10,700;gsw;H;tor;115;110;39.58;37pt 2rb 9as 2st 7to 5trey 13-23fg 6-7ft
20151117;4369;PG;Jackson, Reggie;1;50;$7,700;det;H;cle;104;99;34.45;23pt 6rb 12as 1st 5to 1trey 7-18fg 8-8ft
20151117;3891;PG;Lowry, Kyle;1;46;$8,200;tor;A;gsw;110;115;38.62;28pt 6rb 3as 2st 1bl 2to 2trey 7-15fg 12-12ft
20151117;4440;PG;Walker, Kemba;1;46;$6,400;cha;A;nyk;94;102;37.98;31pt 4rb 1as 3st 1bl 1to 2trey 12-21fg 5-8ft
20151117;4211;SG;DeRozan, DeMar;1;43.25;$7,300;tor;A;gsw;110;115;39.17;28pt 5rb 6as 1st 4to 9-22fg 10-13ft
20151117;4321;PG;Wall, John;1;38.5;$9,000;was;H;mil;115;86;31.28;19pt 6rb 9as 5to 2trey 7-10fg 3-6ft
20151117;4704;SG;Wiggins, Andrew;1;36.75;$6,600;min;A;mia;103;91;32.98;24pt 3rb 1as 3st 1bl 1to 8-21fg 8-11ft
20151117;4522;SG;Barton, Will;;35.75;$4,700;den;A;nor;115;98;37.27;17pt 7rb 2as 1st 2bl 1to 3trey 7-12fg
20151117;4077;SG;Gordon, Eric;1;33.75;$6,300;nor;H;den;98;115;38.47;19pt 1rb 6as 1st 1bl 1to 2trey 7-17fg 3-3ft
20151117;4092;PG;Dragic, Goran;1;33.5;$5,400;mia;H;min;91;103;36.15;16pt 2rb 9as 1st 2to 1trey 5-12fg 5-7ft
20151117;4773;PG;Mudiay, Emmanuel;1;32.75;$6,100;den;A;nor;115;98;33.38;12pt 3rb 8as 1st 2bl 2to 5-14fg 2-3ft
20151117;3766;PG;Jack, Jarrett;1;32.25;$5,700;bkn;H;atl;90;88;34.48;14pt 3rb 8as 1st 2to 3trey 5-10fg 1-3ft
20151117;3574;PG;Williams, Maurice;1;31.75;$6,200;cle;A;det;99;104;28.80;15pt 5rb 7as 2to 2trey 6-13fg 1-2ft
20151117;4315;PG;Smith, Ishmael;;31.75;$5,500;nor;H;den;98;115;37.50;13pt 3rb 8as 1st 1bl 3to 1trey 6-9fg
20151117;3656;PG;Nelson, Jameer;;31;$3,700;den;A;nor;115;98;25.97;16pt 4rb 4as 1st 4trey 6-11fg
20151117;4405;PG;Joseph, Cory;;30.25;$4,100;tor;A;gsw;110;115;28.35;13pt 5rb 6as 1st 4-7fg 5-8ft
20151117;4678;SG;Harris, Gary;1;30;$3,400;den;A;nor;115;98;31.83;16pt 4rb 3as 2st 2to 3trey 5-8fg 3-4ft
20151117;4706;PG;LaVine, Zach;;29.5;$5,300;min;A;mia;103;91;28.48;17pt 4rb 3as 1st 2trey 5-12fg 5-6ft
20151117;4076;PG;Bayless, Jerryd;1;29.5;$4,700;mil;A;was;86;115;36.83;13pt 6rb 3as 2st 2to 3trey 5-11fg
20151117;4595;PG;Schroder, Dennis;1;28.25;$4,600;atl;A;bkn;88;90;29.27;8pt 5rb 10as 3to 1trey 3-11fg 1-2ft
20151117;4367;SG;Thompson, Klay;1;25.75;$6,700;gsw;H;tor;115;110;34.30;19pt 1rb 3as 2trey 8-19fg 1-2ft
20151117;3970;SG;Afflalo, Arron;1;24.75;$4,300;nyk;H;cha;102;94;36.08;16pt 3rb 3as 1to 2trey 7-15fg
20151117;4735;SG;Galloway, Langston;;24.5;$4,300;nyk;H;cha;102;94;27.72;9pt 4rb 5as 1st 1to 3trey 3-8fg
20151117;3547;SG;Korver, Kyle;1;24.25;$4,400;atl;A;bkn;88;90;31.25;13pt 5rb 1as 1st 1bl 3to 2trey 4-11fg 3-3ft
20151117;4514;SG;Lamb, Jeremy;;24;$4,600;cha;A;nyk;94;102;22.87;12pt 6rb 3as 5-7fg 2-2ft
20151117;3669;SG;Smith, J.R.;1;23.75;$4,200;cle;A;det;99;104;36.25;15pt 1rb 2st 1bl 3trey 6-10fg 0-2ft
20151117;4655;PG;Larkin, Shane;;23.5;$3,100;bkn;H;atl;90;88;13.57;14pt 2rb 1as 2st 1to 4trey 5-11fg
20151117;4212;PG;Holiday, Jrue;1;23.25;$5,000;nor;H;den;98;115;22.70;10pt 1rb 7as 1bl 1to 4-13fg 2-2ft
20151117;4297;PG;Lin, Jeremy;;22.75;$4,100;cha;A;nyk;94;102;28.42;13pt 5rb 3as 2to 4-9fg 5-6ft
20151117;4414;PG;Rubio, Ricky;1;22;$7,400;min;A;mia;103;91;26.55;7pt 4rb 3as 2st 1bl 1to 1-7fg 5-8ft
20151117;3571;SG;Wade, Dwyane;1;21;$6,200;mia;H;min;91;103;31.90;10pt 2rb 6as 1st 5to 5-13fg
20151117;4199;SG;Temple, Garrett;1;20.5;$3,200;was;H;mil;115;86;30.47;10pt 2rb 2as 2st 2trey 3-9fg 2-2ft
20151117;4320;PG;Vasquez, Greivis;;20;$3,800;mil;A;was;86;115;19.63;12pt 2rb 3as 2trey 5-7fg
20151117;4616;SG;Caldwell-Pope, Kentavious;1;19.5;$5,200;det;H;cle;104;99;37.87;13pt 2rb 1as 1st 1trey 5-11fg 2-2ft
20151117;4490;SG;Middleton, Khris;1;19;$5,800;mil;A;was;86;115;27.32;14pt 2rb 1st 1to 2trey 6-12fg
20151117;4300;SG;Neal, Gary;;18.75;$3,300;was;H;mil;115;86;24.00;10pt 3rb 2st 2trey 4-6fg
20151117;3740;PG;Calderon, Jose;1;18.75;$3,600;nyk;H;cha;102;94;30.65;8pt 3rb 3as 1st 1to 2trey 2-6fg 2-2ft
20151117;4377;PG;Mack, Shelvin;;18.5;$3,000;atl;A;bkn;88;90;18.72;8pt 2rb 2as 2st 2trey 3-8fg
20151117;3652;SG;Martin, Kevin;;15;$4,400;min;A;mia;103;91;23.17;8pt 4rb 1st 2-11fg 4-4ft
20151117;3514;PG;Barbosa, Leandro;;14.25;$3,200;gsw;H;tor;115;110;15.78;6pt 1rb 1as 3st 1to 2-8fg 2-2ft
20151117;4810;SG;Hollis-Jefferson, Rondae;1;14;$3,300;bkn;H;atl;90;88;23.22;7pt 2rb 2as 1st 1to 3-5fg 1-2ft
20151117;3544;SG;Jones, James;;13.75;$3,000;cle;A;det;99;104;13.73;4pt 3rb 1as 2st 1trey 1-2fg 1-3ft
20151117;4575;PG;Carter-Williams, Michael;1;12.25;$6,000;mil;A;was;86;115;21.98;12pt 1rb 4to 2trey 5-10fg 0-2ft
20151117;3858;PG;Foye, Randy;;11.5;$3,000;den;A;nor;115;98;25.17;5pt 4rb 2as 3to 2-8fg 1-1ft
20151117;4558;SG;Holiday, Justin;;11.5;$3,000;atl;A;bkn;88;90;22.82;3pt 4rb 2st 2to 1trey 1-2fg
20151117;4020;PG;Sessions, Ramon;;10;$3,300;was;H;mil;115;86;19.83;7pt 1as 1st 1to 2-5fg 3-4ft
20151117;4178;PG;Douglas, Toney;;9.5;$3,700;nor;H;den;98;115;17.37;6pt 2rb 1as 1to 3-5fg
20151117;4610;PG;Dellavedova, Matthew;;9;$4,200;cle;A;det;99;104;20.30;2pt 5as 1to 1-6fg
20151117;4185;SG;Ellington, Wayne;;8.75;$3,000;bkn;H;atl;90;88;23.13;2pt 1rb 1as 2st 1-4fg
