Date;GID;Pos;Name;Starter;DK Pts;DK Salary;Team;H/A;Oppt;Team Score;Oppt Score;Minutes;Stat line
20160112;4420;PG;Thomas, Isaiah;1;53.25;$7,800;bos;A;nyk;114;120;34.75;34pt 3rb 8as 1st 1bl 2to 1trey 11-23fg 11-12ft
20160112;4079;PG;Westbrook, Russell;1;52.25;$10,700;okc;A;min;101;96;33.32;22pt 7rb 11as 3st 7to 2trey 8-15fg 4-6ft
20160112;4363;SG;Butler, Jimmy;1;50;$8,400;chi;A;mil;101;106;40.52;30pt 8rb 6as 1bl 4to 2trey 9-21fg 10-12ft
20160112;3313;PG;Parker, Tony;1;41.5;$5,200;sas;A;det;109;99;31.87;31pt 4rb 3as 1st 3to 1trey 13-19fg 4-5ft
20160112;4379;PG;Irving, Kyrie;1;40;$7,000;cle;A;dal;110;107;38.83;22pt 2rb 9as 1st 3to 3trey 8-20fg 3-4ft
20160112;4224;SG;Harden, James;1;39.75;$9,900;hou;A;mem;107;91;33.27;25pt 5rb 5as 1st 6to 4trey 6-13fg 9-10ft
20160112;4616;SG;Caldwell-Pope, Kentavious;1;39.25;$5,600;det;H;sas;99;109;43.47;25pt 3rb 2as 3st 1to 4trey 9-14fg 3-4ft
20160112;4490;SG;Middleton, Khris;1;39;$6,800;mil;H;chi;106;101;40.52;16pt 6rb 9as 1bl 2to 2trey 6-16fg 2-2ft
20160112;3816;SG;Williams, Louis;1;38.5;$6,400;lal;H;nor;95;91;35.02;19pt 4rb 8as 1bl 1trey 4-14fg 10-10ft
20160112;4706;PG;LaVine, Zach;;38.25;$4,800;min;H;okc;96;101;26.58;21pt 9rb 4as 3to 3trey 7-12fg 4-6ft
20160112;3814;PG;Williams, Deron;1;36.5;$5,700;dal;H;cle;107;110;43.20;16pt 2rb 10as 1st 1bl 5to 6-13fg 4-4ft
20160112;4207;SG;Evans, Tyreke;1;34.25;$8,100;nor;A;lal;91;95;34.10;21pt 5rb 4as 1st 5to 3trey 8-17fg 2-4ft
20160112;4873;PG;Grant, Jerian;;33.75;$3,100;nyk;H;bos;120;114;23.40;16pt 1rb 8as 1st 1bl 1trey 5-6fg 5-6ft
20160112;4668;PG;Clarkson, Jordan;1;32.75;$5,900;lal;H;nor;95;91;36.90;18pt 7rb 2as 2st 3to 1trey 5-17fg 7-9ft
20160112;4102;PG;Hill, George;1;32.25;$5,200;ind;H;pho;116;97;37.13;20pt 3rb 5as 2to 4trey 8-13fg
