Date;GID;Pos;Name;Starter;DK Pts;DK Salary;Team;H/A;Oppt;Team Score;Oppt Score;Minutes;Stat line
20160208;4379;PG;Irving, Kyrie;1;58.75;$7,200;cle;H;sac;120;100;35.00;32pt 3rb 12as 1bl 2to 5trey 13-21fg 1-1ft
20160208;4440;PG;Walker, Kemba;1;57.75;$8,100;cha;H;chi;108;91;36.38;30pt 7rb 8as 3st 2to 4trey 8-19fg 10-13ft
20160208;4212;PG;Holiday, Jrue;;55;$6,900;nor;A;min;116;102;27.93;27pt 6rb 9as 3st 1to 3trey 11-23fg 2-2ft
20160208;4079;PG;Westbrook, Russell;1;53;$11,300;okc;A;pho;122;106;36.23;29pt 8rb 8as 2st 6to 2trey 8-19fg 11-12ft
20160208;4523;PG;Lillard, Damian;1;50;$9,000;por;A;mem;112;106;42.67;33pt 4rb 5as 1st 1bl 4to 5trey 9-22fg 10-12ft
20160208;3872;PG;Rondo, Rajon;1;44.5;$8,000;sac;A;cle;100;120;32.77;7pt 8rb 16as 3st 6to 1trey 1-8fg 4-8ft
20160208;3786;PG;Paul, Chris;1;43.5;$9,500;lac;A;phi;98;92;39.65;19pt 6rb 7as 4st 3to 5-18fg 9-10ft
20160208;4699;PG;Payton, Elfrid;1;43.5;$5,000;orl;A;atl;117;110;41.37;20pt 4rb 7as 3st 1bl 2to 2trey 8-15fg 2-4ft
20160208;3891;PG;Lowry, Kyle;1;43.25;$8,700;tor;A;det;103;89;37.75;25pt 3rb 7as 2st 2to 2trey 9-14fg 5-5ft
20160208;4657;SG;McCollum, C.J.;1;41.25;$7,100;por;A;mem;112;106;38.07;21pt 3rb 6as 3st 1bl 2to 1trey 10-24fg
20160208;4799;PG;Russell, D'Angelo;;39.75;$4,600;lal;A;ind;87;89;32.33;16pt 5rb 5as 4st 1bl 1to 1trey 6-18fg 3-4ft
20160208;4315;PG;Smith, Ishmael;1;38.25;$7,100;phi;H;lac;92;98;33.42;16pt 9rb 5as 2st 2to 1trey 7-24fg 1-1ft
20160208;3979;PG;Conley, Mike;1;36.25;$6,100;mem;H;por;106;112;33.37;27pt 3rb 3as 1st 4to 2trey 10-17fg 5-6ft
20160208;3116;SG;Crawford, Jamal;;35.25;$4,900;lac;A;phi;98;92;39.10;23pt 3rb 3as 2st 1to 1trey 9-21fg 4-5ft
