Date;GID;Pos;Name;Starter;DK Pts;DK Salary;Team;H/A;Oppt;Team Score;Oppt Score;Minutes;Stat line
20151227;4657;SG;McCollum, C.J.;1;74.25;$7,200;por;A;sac;98;94;41.63;35pt 11rb 9as 4st 1bl 2to 3trey 14-28fg 4-5ft
20151227;4079;PG;Westbrook, Russell;1;61.75;$10,400;okc;H;den;122;112;38.10;30pt 9rb 12as 1st 4to 2trey 11-18fg 6-6ft
20151227;3872;PG;Rondo, Rajon;1;40.75;$8,400;sac;H;por;94;98;38.73;9pt 5rb 15as 3st 8to 2trey 3-6fg 1-2ft
20151227;3979;PG;Conley, Mike;1;40;$6,200;mem;H;lal;112;96;24.30;19pt 4rb 5as 4st 1trey 7-11fg 4-4ft
20151227;4420;PG;Thomas, Isaiah;1;39;$7,700;bos;H;nyk;100;91;32.67;21pt 8rb 6as 3to 1trey 6-18fg 8-10ft
20151227;4522;SG;Barton, Will;;33.25;$7,000;den;A;okc;112;122;34.67;19pt 5rb 5as 1trey 8-16fg 2-3ft
20151227;3656;PG;Nelson, Jameer;1;33;$5,600;den;A;okc;112;122;42.53;15pt 8rb 5as 2to 3trey 5-11fg 2-2ft
20151227;4088;PG;Chalmers, Mario;;29.25;$3,800;mem;H;lal;112;96;28.85;11pt 5rb 7as 1st 2to 1trey 4-10fg 2-2ft
20151227;4318;SG;Turner, Evan;;27.75;$4,500;bos;H;nyk;100;91;30.48;19pt 5rb 2as 2to 1trey 8-11fg 2-2ft
20151227;4678;SG;Harris, Gary;1;27.5;$4,000;den;A;okc;112;122;30.78;16pt 2rb 3as 2st 1to 2trey 6-13fg 2-4ft
20151227;1881;SG;Bryant, Kobe;1;25.5;$6,300;lal;A;mem;96;112;24.00;19pt 2rb 3as 3to 2trey 6-15fg 5-6ft
20151227;4110;SG;Lee, Courtney;1;22.5;$4,400;mem;H;lal;112;96;24.00;13pt 2rb 3as 1st 1trey 5-7fg 2-2ft
20151227;4228;PG;Collison, Darren;;20.5;$4,800;sac;H;por;94;98;28.30;10pt 2rb 2as 3st 2to 3-9fg 4-4ft
20151227;4559;SG;Roberson, Andre;1;19.75;$3,200;okc;H;den;122;112;27.43;10pt 5rb 2st 2to 1trey 4-7fg 1-1ft
20151227;4668;SG;Clarkson, Jordan;1;18.5;$5,300;lal;A;mem;96;112;26.67;12pt 2rb 3as 1to 5-9fg 2-2ft
20151227;4561;SG;Crabbe, Allen;1;18.25;$4,600;por;A;sac;98;94;31.32;10pt 5rb 1as 1to 2trey 4-13fg
20151227;4717;PG;Frazier, Tim;;17.75;$3,400;por;A;sac;98;94;24.85;8pt 5rb 2as 1st 3to 3-6fg 2-2ft
20151227;4799;PG;Russell, D'Angelo;;16;$5,200;lal;A;mem;96;112;24.50;10pt 3as 1st 3to 2trey 3-6fg 2-2ft
20151227;4735;SG;Galloway, Langston;;15.25;$3,700;nyk;A;bos;91;100;26.40;4pt 3rb 5as 2-7fg
20151227;4882;PG;Payne, Cameron;;14.5;$3,000;okc;H;den;122;112;12.13;6pt 4rb 2as 1to 2trey 2-4fg
20151227;3974;SG;Belinelli, Marco;;14.5;$3,600;sac;H;por;94;98;22.27;8pt 2rb 1as 1st 1trey 2-8fg 3-3ft
20151227;4269;SG;Bradley, Avery;1;14.25;$5,100;bos;H;nyk;100;91;31.20;6pt 1rb 2as 1st 1bl 3-7fg
20151227;4036;SG;Young, Nick;;14;$3,500;lal;A;mem;96;112;17.15;7pt 2rb 1st 1bl 1trey 2-7fg 2-2ft
20151227;4515;SG;Waiters, Dion;;12.25;$3,800;okc;H;den;122;112;18.92;4pt 5rb 1st 2-5fg
20151227;4677;PG;Smart, Marcus;;11.75;$4,700;bos;H;nyk;100;91;13.07;6pt 3rb 1as 1trey 2-6fg 1-1ft
20151227;3858;PG;Foye, Randy;;10.5;$4,300;den;A;okc;112;122;22.68;4pt 2rb 3as 1to 2-5fg
20151227;3970;SG;Afflalo, Arron;1;10.5;$4,900;nyk;A;bos;91;100;33.28;4pt 4rb 1as 2-10fg
20151227;4190;SG;Henderson, Gerald;;10.5;$3,500;por;A;sac;98;94;20.43;5pt 2rb 1as 1bl 2to 1trey 2-8fg
20151227;3816;PG;Williams, Louis;1;8.5;$5,200;lal;A;mem;96;112;30.23;5pt 1as 1bl 1to 1trey 2-10fg
20151227;3740;PG;Calderon, Jose;1;7.5;$3,800;nyk;A;bos;91;100;21.60;2pt 2rb 1as 1st 1to 1-3fg
20151227;4672;PG;Smith, Russ;;7.5;$3,000;mem;H;lal;112;96; 6.85;0pt 2rb 2st 1bl 2to 0-1fg 0-2ft
20151227;4589;SG;McLemore, Ben;1;7;$3,700;sac;H;por;94;98;19.18;5pt 2rb 2to 1trey 1-1fg 2-2ft
20151227;3681;SG;Vujacic, Sasha;;5.5;$3,000;nyk;A;bos;91;100;14.72;4pt 2rb 2to 1-3fg 2-2ft
20151227;4115;SG;Morrow, Anthony;;5.5;$3,100;okc;H;den;122;112; 5.63;4pt 1as 2-3fg
