Date;GID;Pos;Name;Starter;DK Pts;DK Salary;Team;H/A;Oppt;Team Score;Oppt Score;Minutes;Stat line
20151219;4321;PG;Wall, John;1;56.5;$9,300;was;H;cha;109;101;41.73;27pt 4rb 12as 3st 1bl 8to 2trey 10-21fg 5-6ft
20151219;3979;PG;Conley, Mike;1;45;$6,000;mem;H;ind;96;84;33.27;20pt 4rb 8as 4st 1to 1trey 6-16fg 7-8ft
20151219;3786;PG;Paul, Chris;1;43.75;$7,800;lac;A;hou;97;107;31.37;12pt 1rb 10as 7st 2to 2trey 3-13fg 4-5ft
20151219;4224;SG;Harden, James;1;41.75;$10,700;hou;H;lac;107;97;33.72;18pt 5rb 11as 1bl 5to 4-13fg 10-10ft
20151219;4199;SG;Temple, Garrett;1;36.25;$3,600;was;H;cha;109;101;35.42;21pt 5rb 3as 2st 1to 2trey 7-9fg 5-7ft
20151219;4297;PG;Lin, Jeremy;;32.5;$5,000;cha;A;was;101;109;36.12;15pt 6rb 7as 3to 2trey 6-13fg 1-1ft
20151219;4079;PG;Westbrook, Russell;1;32.25;$10,500;okc;H;lal;118;78;27.72;13pt 1rb 11as 1st 4to 5-11fg 3-6ft
20151219;3816;PG;Williams, Louis;1;31.5;$5,300;lal;A;okc;78;118;26.85;20pt 2rb 1as 3st 1to 4trey 5-11fg 6-6ft
20151219;4799;PG;Russell, D'Angelo;;29.75;$5,500;lal;A;okc;78;118;27.33;12pt 7rb 5as 1st 2to 1trey 5-13fg 1-3ft
20151219;4440;PG;Walker, Kemba;1;29.25;$7,300;cha;A;was;101;109;40.87;18pt 3rb 2as 3st 4to 1trey 6-18fg 5-5ft
20151219;3970;SG;Afflalo, Arron;1;27.5;$4,800;nyk;H;chi;107;91;34.10;18pt 4rb 3as 1to 1trey 8-14fg 1-2ft
20151219;3861;SG;Redick, J.J.;1;25.5;$4,700;lac;A;hou;97;107;26.85;19pt 2rb 1st 4trey 6-14fg 3-3ft
