Date;GID;Pos;Name;Starter;DK Pts;DK Salary;Team;H/A;Oppt;Team Score;Oppt Score;Minutes;Stat line
20151231;4079;PG;Westbrook, Russell;1;68.25;$10,600;okc;H;pho;110;106;34.47;36pt 1rb 12as 5st 1bl 2to 1trey 12-19fg 11-11ft
20151231;4490;SG;Middleton, Khris;1;52.25;$6,400;mil;A;ind;120;116;36.85;33pt 5rb 4as 2st 1bl 2to 4trey 12-18fg 5-6ft
20151231;4657;SG;McCollum, C.J.;1;52.25;$7,800;por;A;uta;96;109;40.22;32pt 7rb 6as 1to 6trey 13-26fg 0-2ft
20151231;4224;SG;Harden, James;1;50.75;$10,300;hou;H;gsw;110;114;34.40;30pt 5rb 5as 3st 3to 5trey 8-19fg 9-9ft
20151231;4367;SG;Thompson, Klay;1;49.75;$7,500;gsw;A;hou;114;110;40.00;38pt 7rb 1bl 4to 6trey 16-27fg 0-3ft
20151231;4744;SG;Hood, Rodney;1;41.75;$4,900;uta;H;por;109;96;29.32;18pt 7rb 6as 1st 1bl 4trey 7-16fg
20151231;4575;PG;Carter-Williams, Michael;1;41.75;$6,700;mil;A;ind;120;116;38.25;11pt 7rb 8as 3st 3bl 4to 4-9fg 3-6ft
20151231;4207;SG;Evans, Tyreke;1;39.5;$7,700;nor;H;lac;89;95;33.75;14pt 6rb 9as 3st 4to 1trey 5-13fg 3-5ft
20151231;4616;SG;Caldwell-Pope, Kentavious;1;38.5;$5,200;det;H;min;115;90;37.02;22pt 4rb 3as 3st 2trey 7-17fg 6-7ft
20151231;4369;PG;Jackson, Reggie;1;35.75;$7,500;det;H;min;115;90;27.12;19pt 3rb 9as 3to 2trey 8-14fg 1-1ft
20151231;3786;PG;Paul, Chris;1;35.75;$9,100;lac;A;nor;95;89;32.60;9pt 5rb 12as 2st 3to 3-18fg 3-4ft
20151231;4615;PG;Burke, Trey;;35.75;$4,200;uta;H;por;109;96;29.37;27pt 1rb 3as 1st 2trey 12-19fg 1-2ft
20151231;3861;SG;Redick, J.J.;1;32;$5,200;lac;A;nor;95;89;28.80;26pt 2rb 1st 1to 4trey 9-15fg 4-4ft
20151231;4704;SG;Wiggins, Andrew;1;31.75;$6,100;min;A;det;90;115;34.85;21pt 3rb 1as 3st 2to 1trey 8-19fg 4-4ft
20151231;3651;PG;Livingston, Shaun;1;31;$3,800;gsw;A;hou;114;110;33.47;13pt 4rb 7as 2st 3to 6-12fg 1-2ft
20151231;4414;PG;Rubio, Ricky;1;30;$6,500;min;A;det;90;115;27.77;9pt 6rb 8as 2st 5to 3-11fg 3-3ft
20151231;4102;PG;Hill, George;1;29.5;$5,200;ind;H;mil;116;120;38.37;15pt 6rb 3as 1bl 2to 3trey 6-14fg
20151231;4370;PG;Cole, Norris;;29.25;$3,500;nor;H;lac;89;95;34.48;15pt 5rb 4as 1st 2to 2trey 6-14fg 1-2ft
20151231;4382;PG;Knight, Brandon;1;28;$7,500;pho;A;okc;106;110;42.43;15pt 2rb 6as 2st 5to 6-20fg 3-3ft
20151231;4234;PG;Beverley, Patrick;1;27.5;$4,500;hou;H;gsw;110;114;30.27;15pt 4rb 4as 1st 2to 1trey 5-10fg 4-4ft
20151231;3745;SG;Ellis, Monta;1;25.5;$5,700;ind;H;mil;116;120;32.68;13pt 7as 1st 2bl 8to 5-9fg 3-4ft
20151231;4561;SG;Crabbe, Allen;1;22.75;$4,800;por;A;uta;96;109;33.32;15pt 3rb 2as 1to 3trey 5-11fg 2-3ft
20151231;4515;SG;Waiters, Dion;;22.5;$3,700;okc;H;pho;110;106;28.17;6pt 6rb 3as 2st 1bl 3to 3-6fg
20151231;4212;PG;Holiday, Jrue;;22.5;$5,300;nor;H;lac;89;95;27.90;11pt 2rb 6as 1st 5to 1trey 4-8fg 2-2ft
20151231;3116;SG;Crawford, Jamal;;20.75;$4,100;lac;A;nor;95;89;21.97;15pt 1rb 3as 1to 1trey 5-12fg 4-5ft
