Date;GID;Pos;Name;Starter;DK Pts;DK Salary;Team;H/A;Oppt;Team Score;Oppt Score;Minutes;Stat line
20160218;3786;PG;Paul, Chris;1;58.25;$9,000;lac;H;sas;105;86;36.95;28pt 5rb 12as 1st 1bl 2to 3trey 9-18fg 7-7ft
20160218;4321;PG;Wall, John;1;50.5;$9,600;was;H;uta;103;89;34.02;17pt 6rb 11as 4st 2to 2trey 7-17fg 1-2ft
20160218;4073;PG;Rose, Derrick;1;41.25;$7,300;chi;A;cle;95;106;30.35;28pt 7rb 2as 1st 3to 2trey 11-19fg 4-4ft
20160218;4744;SG;Hood, Rodney;1;32.25;$6,300;uta;A;was;89;103;34.03;18pt 3rb 5as 2st 5to 3trey 6-12fg 3-4ft
20160218;4379;PG;Irving, Kyrie;1;28.5;$8,000;cle;H;chi;106;95;31.43;19pt 4as 2st 2to 1trey 6-18fg 6-6ft
20160218;3116;SG;Crawford, Jamal;;28.5;$5,100;lac;H;sas;105;86;29.95;19pt 2rb 6as 7to 3trey 7-15fg 2-2ft
20160218;4494;SG;Beal, Bradley;;26.75;$6,800;was;H;uta;103;89;23.73;16pt 3rb 3as 1bl 1to 2trey 7-14fg
20160218;3313;PG;Parker, Tony;1;22.75;$4,800;sas;A;lac;86;105;27.73;14pt 1rb 4as 1st 2to 1trey 6-13fg 1-2ft
20160218;3861;SG;Redick, J.J.;1;20.75;$4,900;lac;H;sas;105;86;31.62;17pt 1rb 1st 1to 2trey 7-13fg 1-2ft
20160218;4397;SG;Shumpert, Iman;;18.75;$3,600;cle;H;chi;106;95;25.55;5pt 7rb 1as 2st 2to 1trey 2-6fg
20160218;4020;PG;Sessions, Ramon;;18.75;$4,300;was;H;uta;103;89;21.68;13pt 5rb 1to 5-9fg 3-4ft
20160218;4193;SG;Green, Danny;1;16.75;$4,700;sas;A;lac;86;105;28.28;4pt 5rb 3as 1st 2-9fg
20160218;4245;PG;Mills, Patty;;15.75;$4,500;sas;A;lac;86;105;25.43;9pt 1rb 2as 1st 1trey 4-10fg
20160218;4615;PG;Burke, Trey;;14.75;$4,100;uta;A;was;89;103;22.35;2pt 1rb 7as 1st 2to 1-8fg
20160218;4199;SG;Temple, Garrett;1;13.25;$4,000;was;H;uta;103;89;29.28;4pt 1rb 1as 4st 4to 1trey 1-7fg 1-4ft
20160218;3976;PG;Brooks, Aaron;;12.75;$3,700;chi;A;cle;95;106;17.65;8pt 1rb 1as 1st 2to 2trey 2-5fg 2-4ft
20160218;3669;SG;Smith, J.R.;1;11.5;$5,500;cle;H;chi;106;95;28.87;3pt 2rb 4as 1to 1trey 1-9fg
20160218;3463;SG;Butler, Rasual;;11.25;$3,000;sas;A;lac;86;105;20.07;8pt 1rb 1bl 4-7fg
20160218;4610;PG;Dellavedova, Matthew;;9.25;$3,800;cle;H;chi;106;95;16.57;7pt 1rb 1as 2to 1trey 2-7fg 2-2ft
20160218;4364;SG;Moore, E'Twaun;1;7.75;$5,400;chi;A;cle;95;106;21.78;5pt 1rb 1bl 1to 2-7fg 1-2ft
20160218;4586;PG;McCallum, Ray;;6.5;$3,000;sas;A;lac;86;105; 7.88;3pt 1as 1st 1-2fg 1-2ft
20160218;4807;PG;Neto, Raul;1;6;$4,000;uta;A;was;89;103;20.98;2pt 4as 4to 1-5fg
20160218;4701;SG;Ingles, Joe;;4.5;$3,000;uta;A;was;89;103;14.87;2pt 2rb 1-5fg
20160218;4685;SG;Wilcox, C.J.;;3.5;$3,000;lac;H;sas;105;86; 9.27;2pt 1as 2-3ft
20160218;4670;SG;Eddie, Jarell;;0;$3,000;was;H;uta;103;89; 1.75;0pt
